,exp_number,medium,experiment,experimentator,date_of_experiment,experiment_short,sample_number,strain,species,use_in_study,quality,skip,notes,notes_2,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,ethanol-turnover,ethanol_error,ethanol_val,succinate-turnover,succinate_error,succinate_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD,,,,,,,,,,,,
173,173,BHI,,Richa,,analysis_stan_BHI_2.5mM_Feb23.csv,,HM-169,P.distastonis,yes,OK,for4,,,P.distastonis_2,0.371854231,0.067205151,-3.069300479,0.016040191,"[[0.083, 0.119, 0.151, 0.224, 0.64], [5.42432201419923, 5.355894821427277, 5.27737911494844, 5.12598414583576, 3.7488838439266488]]",3.211660345,0.00661577,"[[0.083, 0.119, 0.151, 0.224, 0.64], [2.7881786268099664, 2.9545600283929607, 3.0441721582708774, 3.3287565086141844, 4.606047417315902]]",3.12524058,0.020000812,"[[0.083, 0.119, 0.151, 0.224, 0.64], [10.942900433262256, 10.918329377520188, 11.042579880842545, 11.348439952820424, 12.61265549337681]]",-6.55078364,2.342108347,"[[0.083, 0.119, 0.151, 0.224, 0.64], [5.156030395827472, 4.405776093784034, 4.671298308249475, 5.334577871651568, 1.3906500296419049]]",-0.759651154,4.721773825,"[[0.083, 0.119, 0.151, 0.224, 0.64], [-0.0914494551915179, 2.0415055161910622, 1.8624920843363615, 1.2663369746546753, 0.7019600637618819]]",3.190109208,6.303377562,"[[0.083, 0.119, 0.151, 0.224, 0.64], [3.598925845101731, 1.202667143297553, 1.5144760617384432, 2.379439720786919, 3.9703384158106907]]",,,"[[], []]",0.974796779,0.411648254,"[[0.083, 0.119, 0.151, 0.224, 0.64], [0.8461158492248453, 0.8517453221540561, 0.8673492070766484, 0.388519264263814, 1.340232629359894]]",-0.269805686,0.004143929,"[[0.083, 0.119, 0.151, 0.224, 0.64], [4.364022368663802, 4.363880620736455, 4.357219631595081, 4.389357208713691, 4.222532474484259]]","[0.0, 0.433333333, 0.816666667, 1.2, 1.566666667, 1.883333333, 2.183333333, 2.383333333, 2.666666667, 2.933333333, 3.266666667, 3.666666667, 5.766666667, nan, nan]","[0.075, 0.083, 0.096, 0.105, 0.119, 0.126, 0.138, 0.151, 0.17, 0.192, 0.224, 0.275, 0.64, nan, nan]",7,,,,,,,,,,,
174,174,epsilon,,Richa,,analysis_stan_eplus06Sep22.csv,,ATCC25285,B.fragilis,yes,OK,"suc2,suc3,lac2,lac3",,,B.fragilis,0.423352108,0.047658452,-3.14168804,0.194048346,"[[0.09, 0.186, 0.238, 0.406], [16.582263484544022, 16.120545878427436, 15.96266426867315, 15.556489783765322]]",5.425514087,0.541383477,"[[0.09, 0.186, 0.238, 0.406], [10.856928549155212, 11.178213547245052, 11.367172553743742, 12.534805915771763]]",0.213933885,0.004466764,"[[0.09, 0.186, 0.238, 0.406], [0.3978073906462191, 0.4330724923746574, 0.4566456685436321, 0.46785708488652566]]",-1.887819342,0.222246369,"[[0.09, 0.186, 0.238, 0.406], [-0.3232472441182581, -0.4099525413752072, -0.41037921893552953, -0.904906147502148]]",2.764747126,4.069995876,"[[0.09, 0.186, 0.238, 0.406], [0.20090103713098284, 1.053666808568735, 1.4004629763429681, 1.1854723061492016]]",0.565885663,3.130008044,"[[0.09, 0.186, 0.238, 0.406], [1.063086856998485, 0.5756739362758578, 0.4639692757667887, 1.1375117247807456]]",,,"[[], []]",,,"[[0.406], [1.845664406591919]]",0.252333778,0.001642952,"[[0.09, 0.186, 0.238, 0.406], [5.161944236265832, 5.1993514457371, 5.2145675947739925, 5.244283049023408]]","[0.0, 0.783333333, 1.583333333, 2.2, 2.583333333, 3.416666667, 3.75, 4.116666667, 4.766666667, nan, nan, nan]","[0.057, 0.065, 0.09, 0.107, 0.124, 0.186, 0.238, 0.294, 0.406, nan, nan, nan]",,,,,,,,,,,,
175,175,epsilon,,Richa,,analysis_stan_eplus06Sep22.csv,,ATCC8483,B.ovatus,yes,OK,"suc1,lac1",,,B.ovatus,0.441543941,0.051040966,-4.98447226,0.711760265,"[[0.076, 0.126, 0.203, 0.504], [16.503929116610273, 16.294024416738118, 16.35810428847077, 14.427650748336413]]",3.403903373,0.403383977,"[[0.076, 0.126, 0.203, 0.504], [10.77087976834844, 10.888678131137025, 11.528984084622573, 12.237129568885955]]",0.015245069,0.004582188,"[[0.076, 0.126, 0.203, 0.504], [0.425855261834724, 0.45083223896559954, 0.47100879084367564, 0.44502608759629125]]",-9.260805616,122.4475163,"[[0.076, 0.126, 0.203, 0.504], [6.2739280893082485, -0.6181976975616714, -0.8959636093495057, -0.567000472734099]]",0.734791208,0.242755184,"[[0.076, 0.126, 0.203, 0.504], [0.3408819180766979, 0.45961907504363186, 0.7387010976254575, 0.7120533086613884]]",4.280190316,0.356298043,"[[0.076, 0.126, 0.203, 0.504], [0.8357697557931967, 0.8662938845489119, 0.9978060773481554, 2.567129582343119]]",,,"[[], []]",,,"[[0.504], [1.6844588051170857]]",-0.041746971,0.009354616,"[[0.076, 0.126, 0.203, 0.504], [5.168811430117195, 5.157906099560887, 5.2126313820375145, 5.152021895820035]]","[0.0, 0.783333333, 1.583333333, 2.2, 2.583333333, 3.416666667, 3.75, 4.116666667, 4.766666667, nan, nan, nan]","[0.053, 0.076, 0.113, 0.126, 0.139, 0.203, 0.254, 0.319, 0.504, nan, nan, nan]",,,,,,,,,,,,
176,176,epsilon,,Richa,,analysis_stan_eplus06Sep22.csv,,ATCC29148,B.theta,yes,OK,,,,B.theta,0.493549687,0.04051329,-2.593197062,0.124006261,"[[0.068, 0.182, 0.289, 0.653], [16.48386975811337, 16.068363673233485, 15.623157673062575, 14.92038522994898]]",2.152943978,0.123163049,"[[0.068, 0.182, 0.289, 0.653], [10.814003861776763, 11.226149985304547, 11.576353025220472, 12.135215120150551]]",-0.02328724,0.000165722,"[[0.068, 0.182, 0.289, 0.653], [0.42907237286614563, 0.4283458729323364, 0.4156360177572627, 0.415869246061514]]",11.87565285,39.80114074,"[[0.068, 0.182, 0.289, 0.653], [-0.5875899946050308, -0.5118849527020187, 5.891461562773466, 6.03974844842449]]",1.22365268,0.134674559,"[[0.068, 0.182, 0.289, 0.653], [0.2830358187752031, 0.6229842871779686, 0.8487471478210445, 1.0718585412580426]]",1.318933183,0.006657421,"[[0.068, 0.182, 0.289, 0.653], [0.8481233884860903, 0.9293542845055816, 1.0974859084402822, 1.5960432895304137]]",,,"[[], []]",,,"[[0.653], [1.7268167442322446]]",-0.03058022,0.000124939,"[[0.068, 0.182, 0.289, 0.653], [5.141130037036839, 5.1360128703215, 5.125681104593844, 5.1224873270281055]]","[0.0, 0.783333333, 1.583333333, 2.2, 2.583333333, 3.416666667, 3.75, 4.116666667, 4.766666667, nan, nan, nan]","[0.047, 0.068, 0.086, 0.106, 0.12, 0.182, 0.23, 0.289, 0.653, nan, nan, nan]",,,,,,,,,,,,
177,177,epsilon,,Richa,,analysis_stan_eplus06Sep22.csv,,DSM3979,C.aerofaciens,yes,OK,,,,C.aerofaciens,0.745012343,0.031339224,-5.141249312,0.070796479,"[[0.073, 0.216, 0.311, 0.452], [16.15653108992045, 15.475724863339257, 15.049483477394237, 14.191918750136306]]",3.192244403,0.00824668,"[[0.073, 0.216, 0.311, 0.452], [10.823143747218607, 11.304746719792728, 11.559833316526992, 12.04510684068004]]",-0.000218012,0.000407318,"[[0.073, 0.216, 0.311, 0.452], [0.42615229050112163, 0.41600885101061624, 0.42470965862136445, 0.4239081790407073]]",-3.518364164,208.644162,"[[0.073, 0.216, 0.311, 0.452], [-0.19407821602383324, 6.528102856785001, -0.08077194317736036, 0.02778950467343333]]",0.337243168,0.055135464,"[[0.073, 0.216, 0.311, 0.452], [-0.09430647474475384, -0.1013707568893866, 0.0530575489725055, 0.0027179990635861073]]",9.478630688,0.298531489,"[[0.073, 0.216, 0.311, 0.452], [2.0944379552774395, 3.3611734716844173, 4.111394609256376, 5.725466763822791]]",,,"[[], []]",2.919512394,9.77E-05,"[[0.216, 0.311, 0.452], [1.9654346071305153, 2.240637224006811, 2.654177068500187]]",0.022114116,0.002701087,"[[0.073, 0.216, 0.311, 0.452], [5.104494113992617, 5.081879922352326, 5.107087144907853, 5.107143460431801]]","[0.0, 0.8, 1.416666667, 1.8, 2.633333333, 2.966666667, 3.333333333, nan, nan, nan, nan, nan]","[0.042, 0.052, 0.073, 0.095, 0.216, 0.311, 0.452, nan, nan, nan, nan, nan]",,,,,,,,,,,,
180,180,YCA,,Richa,,stan_YCA_230811_2.5mM,,HM-169,P.distastonis,yes,OK,,,,P.distastonis,0.795818178,0.036651804,-4.425069867,0.001762394,"[[0.058, 0.093, 0.17, 0.249, 0.429], [19.03407340737968, 18.85476604737211, 18.51236701055121, 18.178220387037882, 17.37988492002676]]",2.817397149,0.002273635,"[[0.058, 0.093, 0.17, 0.249, 0.429], [11.407223577936755, 11.49906023207459, 11.692355824441389, 11.92918706425037, 12.44883639002384]]",1.49596417,0.122761991,"[[0.058, 0.093, 0.17, 0.249, 0.429], [8.56840888841657, 8.36857705874726, 8.628947983941725, 8.741104752883047, 9.016249376904955]]",-0.811257996,2.782111733,"[[0.058, 0.093, 0.17, 0.249, 0.429], [6.276923574768811, 5.058114814845035, 5.747917823398686, 5.651654408906413, 5.465243016208883]]",2.502279637,0.005860576,"[[0.058, 0.093, 0.17, 0.249, 0.429], [0.8365333920615174, 0.9415710006391274, 1.166780360250334, 1.3443348173124683, 1.7731026913093806]]",-0.281338677,0.012300345,"[[0.058, 0.093, 0.17, 0.249, 0.429], [1.7167186291226026, 1.7265264302655983, 1.6312897785847675, 1.6450814497325226, 1.6183327601019202]]",-0.298688418,0.086350792,"[[0.058, 0.093, 0.17, 0.249, 0.429], [0.474136427307151, 0.2524233023398297, 0.3341982774628346, 0.30546334505350425, 0.27499912384864134]]",1.140298659,0.029086531,"[[0.058, 0.093, 0.17, 0.249, 0.429], [1.6073375858199548, 1.5762630962517863, 1.6323290105011399, 1.7337045639144484, 2.0035823280957024]]",-0.040106631,6.86E-05,"[[0.058, 0.093, 0.17, 0.249, 0.429], [2.3679787951257296, 2.370771346097344, 2.3656909019917007, 2.365449241314545, 2.35423975750933]]","[0.0, 0.283333333, 0.583333333, 0.983333333, 1.083333333, 1.266666667, 1.516666667, 1.933333333, 2.416666667, 2.766666667, 3.016666667, nan, nan]","[nan, 0.049, 0.058, 0.083, 0.087, 0.093, 0.115, 0.17, 0.249, 0.33, 0.429, nan, nan]",,,,,,,,,,,,
182,182,YCA,,Richa,,stan_YCA_230811_2.5mM,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus,0.68019355,0.033638573,-5.865373954,0.099104602,"[[0.057, 0.106, 0.216, 0.336, 0.37], [18.96829790686712, 18.568489054253412, 18.02938238883052, 17.38157667670776, 17.01217580021911]]",4.284579947,0.782440666,"[[0.057, 0.106, 0.216, 0.336, 0.37], [11.99333532732531, 11.695594267377285, 12.202224478411516, 12.967315402527571, 13.135214490009107]]",0.718614988,0.017222125,"[[0.057, 0.106, 0.216, 0.336, 0.37], [8.36198299093855, 8.331718387035739, 8.40109623430487, 8.526387505845516, 8.566984870766838]]",0.074073941,0.004841156,"[[0.057, 0.106, 0.216, 0.336, 0.37], [4.922503338769646, 4.910620179592555, 4.895978711841238, 4.946873630825805, 4.931303141975956]]",4.001662683,0.01618644,"[[0.057, 0.106, 0.216, 0.336, 0.37], [0.9811933216259967, 1.1829052500841828, 1.5565318321084478, 2.114653656595162, 2.2241809161985806]]",-0.155347523,0.015081265,"[[0.057, 0.106, 0.216, 0.336, 0.37], [1.7103017823315518, 1.7013306926067138, 1.6986873243532106, 1.6215784225275007, 1.6960741953345866]]",-0.065027443,0.000342244,"[[0.057, 0.106, 0.216, 0.336, 0.37], [0.20302380802036546, 0.19090474754747366, 0.18715047718277789, 0.18582069107081545, 0.17542269766822838]]",2.174114926,0.018733818,"[[0.057, 0.106, 0.216, 0.336, 0.37], [1.3546971180486487, 1.546337799854396, 1.7514364666610462, 1.9804134915025369, 2.082389213547964]]",0.067102215,6.80E-06,"[[0.057, 0.106, 0.216, 0.336, 0.37], [2.423553522903201, 2.4273198073970303, 2.434484516569375, 2.443419901744469, 2.4440147643565995]]","[0.0, 0.283333333, 0.583333333, 0.95, 1.283333333, 1.516666667, 1.933333333, 2.416666667, 2.766666667, 3.016666667, 3.183333333, 3.35, nan]","[nan, 0.048, 0.057, 0.063, 0.075, 0.078, 0.106, 0.156, 0.216, 0.27, 0.336, 0.37, nan]",,,,,,,,,,,,
183,183,YCA,,Richa,,stan_YCA_230811_2.5mM,,DSM 1447,B.vulgatus,yes,OK,ace5,,,B.vulgatus_2,0.755318584,0.023252756,-5.416669066,0.080280605,"[[0.065, 0.096, 0.175, 0.245, 0.4], [18.93827415858626, 18.61210683503805, 18.18999261836727, 17.854161805689884, 17.056153500347953]]",3.41808261,0.545561093,"[[0.065, 0.096, 0.175, 0.245, 0.4], [11.950783756214047, 12.185596125434019, 12.583251572246496, 12.959513413965832, 13.091654632570135]]",0.644967233,0.028068261,"[[0.065, 0.096, 0.175, 0.245, 0.4], [8.31218692588936, 8.364817768424981, 8.428518887758312, 8.521294664659127, 8.526746148635894]]",0.081775571,0.036388148,"[[0.065, 0.096, 0.175, 0.245, 0.4], [4.775883119118351, 4.806095361121651, 4.738177796912721, 4.862684122858107, 4.794767776027851]]",3.65895925,0.094644749,"[[0.065, 0.096, 0.175, 0.245, 0.4], [0.9595030128197455, 1.1351104136833803, 1.4188796058849986, 1.7902242034349547, 2.1805320706207523]]",-0.183296006,0.020720465,"[[0.065, 0.096, 0.175, 0.245, 0.4], [1.718291677771723, 1.705348924093061, 1.7184426595182232, 1.6215159243049224, 1.6707036192811648]]",-0.028100785,6.97E-05,"[[0.065, 0.096, 0.175, 0.245, 0.4], [0.1748135365364536, 0.1689152189561044, 0.16760174225264557, 0.16744899113558187, 0.1630517300509986]]",2.125618792,0.009263957,"[[0.065, 0.096, 0.175, 0.245, 0.4], [1.3441888072976058, 1.468112549792383, 1.6252692511656575, 1.7623610179406621, 2.081203172673193]]",0.006744525,0.000276109,"[[0.065, 0.096, 0.175, 0.245, 0.4], [2.4405945599683765, 2.445393604433548, 2.4460491376390046, 2.4512990608348906, 2.443328399105956]]","[0.0, 0.283333333, 0.616666667, 0.95, 1.283333333, 1.516666667, 1.933333333, 2.416666667, 2.766666667, 3.016666667, 3.183333333, 3.35, 3.683333333]","[nan, nan, nan, nan, 0.065, 0.073, 0.096, 0.146, 0.175, 0.228, 0.245, 0.3, 0.4]",,,,,,,,,,,,
184,184,YCA,,Richa,,stan_YCA_230811_2.5mM,,ATCC27255,R.bromii,yes,OK,,,,R.bromii,1.301610884,0.062331299,-0.055969434,0.050448898,"[[0.064, 0.132, 0.224, 0.329, 0.45], [0.08374441008543884, 0.10565746552320329, 0.179126838245008, 0.17494449494389316, 0.03817724813112186]]",-0.354393562,0.008046424,"[[0.064, 0.132, 0.224, 0.329, 0.45], [11.817983918320657, 11.729121667101662, 11.72419923161252, 11.686766590000886, 11.661016906441121]]",1.989684044,0.002434126,"[[0.064, 0.132, 0.224, 0.329, 0.45], [8.542372735293622, 8.662041072133054, 8.875260134978284, 9.08009112261485, 9.299032249944155]]",-2.563707941,1.832982789,"[[0.064, 0.132, 0.224, 0.329, 0.45], [4.6969079757162255, 4.658244350318508, 4.785243254716501, 4.710347980345752, 3.5203616213095366]]",-3.000699203,0.505183386,"[[0.064, 0.132, 0.224, 0.329, 0.45], [0.9714824741514863, 0.9714824741514863, 0.9714824741514863, 0.9714824741514863, 0.9714824741514863]]",14.33591021,1.080946093,"[[0.064, 0.132, 0.224, 0.329, 0.45], [2.189435566290606, 2.8208756784718116, 3.808872479191098, 4.812959321066253, 6.0555740456084255]]",-0.01327691,0.000527344,"[[0.064, 0.132, 0.224, 0.329, 0.45], [0.17392111305663438, 0.16149450141739485, 0.17651736248414696, 0.16962036018975135, 0.16357314630197317]]",1.874017943,0.013155892,"[[0.064, 0.132, 0.224, 0.329, 0.45], [1.3353327930045977, 1.4356369018337336, 1.5874526495744634, 1.7690733645834693, 2.0678846675029496]]",-2.742266967,0.008778592,"[[0.064, 0.132, 0.224, 0.329, 0.45], [11.460247087292036, 11.275761888544444, 11.073043767469533, 10.763998627232594, 10.393704939460816]]","[0.0, 0.283333333, 0.616666667, 0.95, 1.283333333, 1.516666667, nan, nan, nan, nan, nan, nan, nan]","[0.064, 0.089, 0.132, 0.224, 0.329, 0.45, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,,,
185,185,YCA,,Richa,,stan_YCA_230811_2.5mM,,ATCC27255,R.bromii,yes,OK,,,,R.bromii_2,1.28876088,0.061856401,-0.276535248,0.057117932,"[[0.063, 0.129, 0.216, 0.322, 0.441], [0.08917084266084002, 0.21823409645869535, 0.04249786199710438, 0.04351554509445378, 0.04817124400011174]]",-0.227033466,0.006708289,"[[0.063, 0.129, 0.216, 0.322, 0.441], [11.749573293182578, 11.69865718653589, 11.672050924512806, 11.647766349877829, 11.659968945972887]]",2.013433002,0.000221837,"[[0.063, 0.129, 0.216, 0.322, 0.441], [8.48859192090666, 8.63169463438015, 8.800276674806767, 9.011769706754986, 9.254464827548777]]",0.402167272,0.014664559,"[[0.063, 0.129, 0.216, 0.322, 0.441], [4.4868958748175976, 4.458626729016426, 4.480100296025265, 4.530959240128355, 4.630534079901166]]",-3.076652289,0.481032035,"[[0.063, 0.129, 0.216, 0.322, 0.441], [0.9653215366571501, 0.9653215366571501, 0.9653215366571501, 0.9653215366571501, 0.9653215366571501]]",14.1343708,0.977078455,"[[0.063, 0.129, 0.216, 0.322, 0.441], [2.1663019004481487, 2.7813235328346826, 3.643868245066727, 4.665166699089689, 5.838612287787326]]",0.01227471,0.000472386,"[[0.063, 0.129, 0.216, 0.322, 0.441], [0.14578284139626185, 0.1382571343281792, 0.13697659200216128, 0.13726068915879475, 0.1502098690003172]]",1.905947479,0.008475283,"[[0.063, 0.129, 0.216, 0.322, 0.441], [1.30188139868062, 1.3961842717905004, 1.536693808091405, 1.7558190635606925, 2.0181683854850956]]",-2.693035214,0.004207651,"[[0.063, 0.129, 0.216, 0.322, 0.441], [12.570130951001039, 12.390888916650912, 12.185839010175156, 11.898296851110144, 11.542946073352686]]","[0.0, 0.283333333, 0.616666667, 0.95, 1.283333333, 1.516666667, nan, nan, nan, nan, nan, nan, nan]","[0.063, 0.09, 0.129, 0.216, 0.322, 0.441, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,,,
186,186,BHI,,Richa,,stan_BHI_30Dec22,,NCM3722,E.coli,yes,OK,suc1,,,E.coli,2.404295478,0.005173013,-2.355001946,0.006418492,"[[0.135, 0.187, 0.289, 0.381], [5.7688411451325186, 5.616635260881833, 5.394947875887383, 5.17932757601427]]",14.61344013,0.156008406,"[[0.135, 0.187, 0.289, 0.381], [3.489827950056526, 4.218038709105007, 5.622933810735374, 7.106380425584496]]",-9.806646298,730.4126063,"[[0.135, 0.187, 0.289, 0.381], [9.929626427572419, 10.025933662457273, 1.3490004187967264, 9.974845009861621]]",-0.50354358,0.309920855,"[[0.135, 0.187, 0.289, 0.381], [2.2292647084060455, 2.2651115439489447, 2.0327445381319773, 2.1705196796411474]]",1.196712686,0.867908385,"[[0.135, 0.187, 0.289, 0.381], [0.17406264219431022, 0.5679858184691962, 0.5643858174119293, 0.5570715179820886]]",0.096752382,0.017316051,"[[0.135, 0.187, 0.289, 0.381], [2.7204075242908363, 2.6910908322473825, 2.7468382659518547, 2.724900470062374]]",,,"[[], []]",9.514577014,0.794685062,"[[0.135, 0.187, 0.289, 0.381], [1.7646387896804625, 2.3695570460726936, 3.0463761609521165, 4.212319339550891]]",0.047563366,0.003945879,"[[0.135, 0.187, 0.289, 0.381], [4.287687132453536, 4.26699848820456, 4.283576987093335, 4.292289620946076]]","[0.0, 0.633333333, 0.8, 0.933333333, 1.066666667, 1.216666667, 1.4, 1.55, 1.75, 1.833333333]","[0.004, 0.026, 0.042, 0.053, 0.073, 0.105, 0.156, 0.207, 0.299, 0.381]",,,,,,,,,,,,
187,187,BHI,,Richa,,stan_BHI_30Dec22,,NCM3722,E.coli,yes,OK,,,,E.coli_2,2.031310848,0.035610547,-2.37600764,0.027746108,"[[0.137, 0.212, 0.343], [5.794696180919113, 5.648904956917396, 5.310624136918504]]",8.73694824,0.698931442,"[[0.137, 0.212, 0.343], [4.218324144913269, 5.036257433199392, 6.045165397899858]]",-6.630476697,0.509290317,"[[0.137, 0.212, 0.343], [10.354502745168734, 9.996068942851679, 9.011697866622807]]",-9.317446681,11.72792888,"[[0.137, 0.212, 0.343], [4.4039869636731765, 4.3714939923022, 2.595316002798379]]",0.114876252,0.222588166,"[[0.137, 0.212, 0.343], [0.543319833094654, 0.4601402807519347, 0.5517305273905486]]",-0.843885081,1.678638693,"[[0.137, 0.212, 0.343], [2.8355474234745746, 3.0243415554740287, 2.703596677522658]]",,,"[[], []]",1.134677997,11.82528788,"[[0.137, 0.212, 0.343], [2.7563132968175696, 3.510489657793506, 3.1012386515312396]]",-0.108419941,7.99E-08,"[[0.137, 0.212, 0.343], [4.301751494507075, 4.293674991386688, 4.2794261248299685]]","[0.0, 0.233333333, 0.433333333, 0.616666667, 0.8, 0.95, 1.066666667, 1.183333333, nan, nan]","[0.036, 0.055, 0.085, 0.13, 0.176, 0.261, 0.322, 0.366, nan, nan]",,,,,,,,,,,,
188,188,BHI,,Richa,,stan_BHI_30Dec22,,ATCC29148,B.theta,yes,OK,,,,B.theta,1.759636092,0.035377401,-0.683936357,0.054139521,"[[0.147, 0.213, 0.29, 0.363], [5.915133891794258, 5.80608385289485, 5.770077888291351, 5.759787824988647]]",12.33776416,3.789585008,"[[0.147, 0.213, 0.29, 0.363], [4.432476309249638, 4.671518968694132, 5.858053210037591, 6.999886948589804]]",-1.62996507,10.85431134,"[[0.147, 0.213, 0.29, 0.363], [10.39602190139766, 9.268880606380993, 9.872571613175072, 9.76726142122736]]",-8.850466922,23.46860103,"[[0.147, 0.213, 0.29, 0.363], [4.385080455937951, 2.789012276729653, 1.9439099613299202, 2.495895505534678]]",-0.147391776,0.011486982,"[[0.147, 0.213, 0.29, 0.363], [0.595364208529083, 0.5538063488923318, 0.555954187301471, 0.5579930068580475]]",-1.021420596,0.608487167,"[[0.147, 0.213, 0.29, 0.363], [2.992394742138174, 2.685380547207458, 2.735827742798189, 2.7208986370041552]]",,,"[[], []]",2.093585468,5.566778801,"[[0.147, 0.213, 0.29, 0.363], [2.894769444490347, 2.4593501960935265, 2.6569999325052067, 3.3164883252848716]]",-0.095035106,0.004466521,"[[0.147, 0.213, 0.29, 0.363], [4.300935709031314, 4.277728582109418, 4.272564867258505, 4.279146796792734]]","[0.0, 0.366666667, 0.533333333, 0.716666667, 0.816666667, 0.966666667, 1.133333333, 1.283333333, 1.5, nan]","[0.032, 0.065, 0.094, 0.131, 0.159, 0.208, 0.281, 0.348, 0.409, nan]",,,,,,,,,,,,
189,189,BHI,,Richa,,stan_BHI_30Dec22,,ATCC29148,B.theta,yes,OK,for2,,,B.theta_2,1.774487178,0.043469944,-0.751235011,0.019636674,"[[0.165, 0.239, 0.34, 0.405], [5.836320334797675, 5.7375667984374665, 5.673500359092465, 5.652383524435435]]",11.4657142,2.294858173,"[[0.165, 0.239, 0.34, 0.405], [4.530999671544842, 4.885413070650746, 6.2285806264746535, 7.218716666764894]]",-1.213076628,1.151037282,"[[0.165, 0.239, 0.34, 0.405], [10.41512517775746, 10.04443932475034, 9.931536531954887, 10.13041383690246]]",-2.08323938,25.48707797,"[[0.165, 0.239, 0.34, 0.405], [4.010382332569678, 2.4100503454918183, 2.4342334891332955, 3.460580132214287]]",-0.185413938,0.006389049,"[[0.165, 0.239, 0.34, 0.405], [0.5771918953476267, 0.5392910747256483, 0.5264820041845178, 0.5309655880077262]]",0.209060648,0.208053877,"[[0.165, 0.239, 0.34, 0.405], [2.9488469370158548, 2.8192013999748733, 2.887992701891942, 2.983209210663514]]",,,"[[], []]",4.202185651,3.43910141,"[[0.165, 0.239, 0.34, 0.405], [2.9958992385943946, 2.6706707426675833, 3.6256039816988643, 3.791076213533162]]",-0.002635395,0.000941274,"[[0.165, 0.239, 0.34, 0.405], [4.28784801008767, 4.287657766355014, 4.279852707538038, 4.290592624766605]]","[0.0, 0.383333333, 0.516666667, 0.716666667, 0.8, 0.966666667, 1.133333333, 1.3, nan, nan]","[0.042, 0.083, 0.11, 0.157, 0.194, 0.258, 0.323, 0.398, nan, nan]",,,,,,,,,,,,
190,190,BHI,,Richa,,stan_BHI_30Dec22,,ATCC8483,B.ovatus,yes,OK,,,,B.ovatus,2.17233994,0.013345386,-3.529371538,0.029394038,"[[0.143, 0.25, 0.32, 0.383, 0.416], [5.690482901847577, 5.320105434556495, 5.118854474502631, 4.879431891933006, 4.696552601762933]]",13.54604921,0.523593931,"[[0.143, 0.25, 0.32, 0.383, 0.416], [3.741691102352213, 4.873593477535938, 5.8916021215693535, 6.9408769761483216, 7.3684800418887155]]",-1.552231308,0.122414104,"[[0.143, 0.25, 0.32, 0.383, 0.416], [10.133421095820403, 9.855000371520894, 9.820412714431281, 9.814995320559412, 9.625383745742365]]",-0.171108666,3.298097242,"[[0.143, 0.25, 0.32, 0.383, 0.416], [2.1251460748207074, 2.5580939808901015, 2.659775591432059, 1.8100398829523598, 2.3934946604436624]]",3.182126903,0.715696796,"[[0.143, 0.25, 0.32, 0.383, 0.416], [0.575134382888841, 0.563871390655818, 1.1978674583311357, 1.2905165780988206, 1.3066753406047005]]",1.208145437,0.076964062,"[[0.143, 0.25, 0.32, 0.383, 0.416], [2.77090445013443, 2.774058499940329, 2.969695875137892, 3.056283737385871, 3.0481324038284265]]",,,"[[], []]",9.638556147,0.903750707,"[[0.143, 0.25, 0.32, 0.383, 0.416], [1.9006937882801629, 2.5102850682807625, 3.28121010249234, 4.11627060655001, 4.457220391204076]]",-0.043299833,0.019717144,"[[0.143, 0.25, 0.32, 0.383, 0.416], [4.308184171736398, 4.305688036197524, 4.334215799318141, 4.3325117194878775, 4.267494826204934]]","[0.0, 0.466666667, 0.8, 1.083333333, 1.3, 1.383333333, 1.5, 1.583333333, nan, nan]","[0.008, 0.061, 0.094, 0.168, 0.238, 0.248, 0.301, 0.334, nan, nan]",,,,,,,,,,,,
