,sample
13360,b8fdcd48-7ae6-11e9-a106-68b59976a384
13361,b9169706-7ae6-11e9-a106-68b59976a384
13362,b92ee45a-7ae6-11e9-a106-68b59976a384
13363,b9484be8-7ae6-11e9-a106-68b59976a384
13364,b9607538-7ae6-11e9-a106-68b59976a384
13365,b979469e-7ae6-11e9-a106-68b59976a384
13366,b993f412-7ae6-11e9-a106-68b59976a384
13367,b9acc05a-7ae6-11e9-a106-68b59976a384
13368,b9c58fd6-7ae6-11e9-a106-68b59976a384
13369,b9de2eec-7ae6-11e9-a106-68b59976a384
13370,b9f6e5c2-7ae6-11e9-a106-68b59976a384
13371,ba0fb9d0-7ae6-11e9-a106-68b59976a384
13372,ba29afb6-7ae6-11e9-a106-68b59976a384
13373,ba42de82-7ae6-11e9-a106-68b59976a384
13374,ba5b4c88-7ae6-11e9-a106-68b59976a384
13375,ba747dac-7ae6-11e9-a106-68b59976a384
13376,ba8cf4fe-7ae6-11e9-a106-68b59976a384
13377,baa62500-7ae6-11e9-a106-68b59976a384
13378,bac71bf2-7ae6-11e9-a106-68b59976a384
13379,bad37f14-7ae6-11e9-a106-68b59976a384
13380,badfe79a-7ae6-11e9-a106-68b59976a384
13381,baed87d8-7ae6-11e9-a106-68b59976a384
13382,bafbc302-7ae6-11e9-a106-68b59976a384
13383,bb0acdc0-7ae6-11e9-a106-68b59976a384
13384,bb1be90c-7ae6-11e9-a106-68b59976a384
13385,bb2c61ba-7ae6-11e9-a106-68b59976a384
13386,bb4dc35a-7ae6-11e9-a106-68b59976a384
13387,bb5eeed2-7ae6-11e9-a106-68b59976a384
13388,bb750366-7ae6-11e9-a106-68b59976a384
13389,bb8a011c-7ae6-11e9-a106-68b59976a384
13390,bb9dfec4-7ae6-11e9-a106-68b59976a384
13391,bbb17544-7ae6-11e9-a106-68b59976a384
13392,bbca2a30-7ae6-11e9-a106-68b59976a384
13393,bbe5c998-7ae6-11e9-a106-68b59976a384
13394,bc015686-7ae6-11e9-a106-68b59976a384
13395,bc164b4a-7ae6-11e9-a106-68b59976a384
13396,bc36828e-7ae6-11e9-a106-68b59976a384
13397,bc50fd58-7ae6-11e9-a106-68b59976a384
13398,bc6d8612-7ae6-11e9-a106-68b59976a384
13399,bc8d87a0-7ae6-11e9-a106-68b59976a384
13400,bca7ce12-7ae6-11e9-a106-68b59976a384
13401,bcc2462a-7ae6-11e9-a106-68b59976a384
13402,bcdcfa10-7ae6-11e9-a106-68b59976a384
13403,bcf732ea-7ae6-11e9-a106-68b59976a384
13404,bd06f0e0-7ae6-11e9-a106-68b59976a384
13405,bd1f53b0-7ae6-11e9-a106-68b59976a384
13406,bd2d8cc8-7ae6-11e9-a106-68b59976a384
13407,bd39f4d6-7ae6-11e9-a106-68b59976a384
13408,bd46d494-7ae6-11e9-a106-68b59976a384
13409,bd5401fa-7ae6-11e9-a106-68b59976a384
13410,bd6186fe-7ae6-11e9-a106-68b59976a384
13411,bd6fbabc-7ae6-11e9-a106-68b59976a384
13412,bd7f94aa-7ae6-11e9-a106-68b59976a384
13413,bd927b56-7ae6-11e9-a106-68b59976a384
13414,bda4d6ca-7ae6-11e9-a106-68b59976a384
13415,bdb70548-7ae6-11e9-a106-68b59976a384
13416,bdc90a54-7ae6-11e9-a106-68b59976a384
13417,bddbbeba-7ae6-11e9-a106-68b59976a384
13418,bdee828e-7ae6-11e9-a106-68b59976a384
13419,bdfef8c6-7ae6-11e9-a106-68b59976a384
13420,be0fba1c-7ae6-11e9-a106-68b59976a384
13421,be1f9202-7ae6-11e9-a106-68b59976a384
13422,be2f9b20-7ae6-11e9-a106-68b59976a384
13423,be3f4836-7ae6-11e9-a106-68b59976a384
13424,be4f3f2a-7ae6-11e9-a106-68b59976a384
13425,be5fb2b0-7ae6-11e9-a106-68b59976a384
13426,be6fe810-7ae6-11e9-a106-68b59976a384
13427,be8023f6-7ae6-11e9-a106-68b59976a384
13428,be90297c-7ae6-11e9-a106-68b59976a384
13429,bea17dc6-7ae6-11e9-a106-68b59976a384
13430,beb1b3ee-7ae6-11e9-a106-68b59976a384
13431,bec1ef02-7ae6-11e9-a106-68b59976a384
13432,bed21328-7ae6-11e9-a106-68b59976a384
13433,bee21d86-7ae6-11e9-a106-68b59976a384
13434,bef22b40-7ae6-11e9-a106-68b59976a384
13435,bf00563e-7ae6-11e9-a106-68b59976a384
13436,bf11083a-7ae6-11e9-a106-68b59976a384
13437,bf21fab4-7ae6-11e9-a106-68b59976a384
13438,bf31e4d8-7ae6-11e9-a106-68b59976a384
13439,bf41d99c-7ae6-11e9-a106-68b59976a384
13440,bf51b240-7ae6-11e9-a106-68b59976a384
13441,bf616370-7ae6-11e9-a106-68b59976a384
13442,bf7212ba-7ae6-11e9-a106-68b59976a384
13443,bf81ab8a-7ae6-11e9-a106-68b59976a384
13444,bf98775c-7ae6-11e9-a106-68b59976a384
13445,bfa8ba9a-7ae6-11e9-a106-68b59976a384
13446,bfbf89aa-7ae6-11e9-a106-68b59976a384
13447,bfd415b4-7ae6-11e9-a106-68b59976a384
13448,bfeecb70-7ae6-11e9-a106-68b59976a384
13449,c006a81c-7ae6-11e9-a106-68b59976a384
13450,c01faec0-7ae6-11e9-a106-68b59976a384
13451,c039335e-7ae6-11e9-a106-68b59976a384
13452,c0528962-7ae6-11e9-a106-68b59976a384
13453,c06bbd56-7ae6-11e9-a106-68b59976a384
13454,c0855176-7ae6-11e9-a106-68b59976a384
13455,c09e89fc-7ae6-11e9-a106-68b59976a384
13456,c0b6f79e-7ae6-11e9-a106-68b59976a384
13457,c0cfb202-7ae6-11e9-a106-68b59976a384
13458,c0e87fa8-7ae6-11e9-a106-68b59976a384
13459,c103b692-7ae6-11e9-a106-68b59976a384
13460,c11ede9a-7ae6-11e9-a106-68b59976a384
13461,c13b79a6-7ae6-11e9-a106-68b59976a384
13462,c1565992-7ae6-11e9-a106-68b59976a384
13463,c172023c-7ae6-11e9-a106-68b59976a384
13464,c1936fe4-7ae6-11e9-a106-68b59976a384
13465,c1b1e3ac-7ae6-11e9-a106-68b59976a384
13466,c1dd4f42-7ae6-11e9-a106-68b59976a384
13467,c1f80c88-7ae6-11e9-a106-68b59976a384
13468,c2120872-7ae6-11e9-a106-68b59976a384
13469,c22ef25c-7ae6-11e9-a106-68b59976a384
13470,c24895c2-7ae6-11e9-a106-68b59976a384
13471,c262288e-7ae6-11e9-a106-68b59976a384
13472,c295a4ac-7ae6-11e9-a106-68b59976a384
13473,c2c985f6-7ae6-11e9-a106-68b59976a384
13474,c2e5f042-7ae6-11e9-a106-68b59976a384
13475,c3002e76-7ae6-11e9-a106-68b59976a384
13476,c31941b8-7ae6-11e9-a106-68b59976a384
13477,c333923e-7ae6-11e9-a106-68b59976a384
13478,c34c8686-7ae6-11e9-a106-68b59976a384
13479,c365fe9a-7ae6-11e9-a106-68b59976a384
13480,c3803fda-7ae6-11e9-a106-68b59976a384
13481,c39c501c-7ae6-11e9-a106-68b59976a384
13482,c3b46af8-7ae6-11e9-a106-68b59976a384
13483,c3cd9104-7ae6-11e9-a106-68b59976a384
13484,c3e63c9a-7ae6-11e9-a106-68b59976a384
13485,c3ff897a-7ae6-11e9-a106-68b59976a384
13486,c418e320-7ae6-11e9-a106-68b59976a384
13487,c432baca-7ae6-11e9-a106-68b59976a384
13488,c44f21b0-7ae6-11e9-a106-68b59976a384
13489,c468b008-7ae6-11e9-a106-68b59976a384
13490,c482a6fc-7ae6-11e9-a106-68b59976a384
13491,c49c66be-7ae6-11e9-a106-68b59976a384
13492,c4b689ea-7ae6-11e9-a106-68b59976a384
13493,c4d18790-7ae6-11e9-a106-68b59976a384
13494,c4efcec6-7ae6-11e9-a106-68b59976a384
13495,c50d5194-7ae6-11e9-a106-68b59976a384
13496,c5311b88-7ae6-11e9-a106-68b59976a384
13497,c54efc52-7ae6-11e9-a106-68b59976a384
13498,c57d5f2a-7ae6-11e9-a106-68b59976a384
13499,c596de50-7ae6-11e9-a106-68b59976a384
13500,c5b09264-7ae6-11e9-a106-68b59976a384
13501,c5cac36e-7ae6-11e9-a106-68b59976a384
13502,c5e4135a-7ae6-11e9-a106-68b59976a384
13503,c5fd62e2-7ae6-11e9-a106-68b59976a384
13504,c6167426-7ae6-11e9-a106-68b59976a384
13505,c630c79a-7ae6-11e9-a106-68b59976a384
13506,c64a2eba-7ae6-11e9-a106-68b59976a384
13507,c6640d30-7ae6-11e9-a106-68b59976a384
13508,c681104c-7ae6-11e9-a106-68b59976a384
13509,c69aee0e-7ae6-11e9-a106-68b59976a384
13510,c6b49368-7ae6-11e9-a106-68b59976a384
13511,c6ce4eb6-7ae6-11e9-a106-68b59976a384
13512,c6e7f7d0-7ae6-11e9-a106-68b59976a384
13513,c704252c-7ae6-11e9-a106-68b59976a384
13514,c71de82c-7ae6-11e9-a106-68b59976a384
13515,c737992a-7ae6-11e9-a106-68b59976a384
13516,c750d0ca-7ae6-11e9-a106-68b59976a384
13517,c7695802-7ae6-11e9-a106-68b59976a384
13518,c78237fa-7ae6-11e9-a106-68b59976a384
13519,c79bb73e-7ae6-11e9-a106-68b59976a384
13520,c7b4ab04-7ae6-11e9-a106-68b59976a384
13521,c7cd7b20-7ae6-11e9-a106-68b59976a384
13522,c7e61c98-7ae6-11e9-a106-68b59976a384
13523,c7ff7030-7ae6-11e9-a106-68b59976a384
13524,c817c8a6-7ae6-11e9-a106-68b59976a384
13525,c8317648-7ae6-11e9-a106-68b59976a384
13526,c84a5622-7ae6-11e9-a106-68b59976a384
13527,c864f284-7ae6-11e9-a106-68b59976a384
13528,c87fa214-7ae6-11e9-a106-68b59976a384
13529,c8989ddc-7ae6-11e9-a106-68b59976a384
13530,c8b13aae-7ae6-11e9-a106-68b59976a384
13531,c8caff84-7ae6-11e9-a106-68b59976a384
13532,c8e70e72-7ae6-11e9-a106-68b59976a384
13533,c9015a84-7ae6-11e9-a106-68b59976a384
13534,c91b473c-7ae6-11e9-a106-68b59976a384
13535,c935d016-7ae6-11e9-a106-68b59976a384
13536,c954bfc6-7ae6-11e9-a106-68b59976a384
13537,c96e2420-7ae6-11e9-a106-68b59976a384
13538,c986dbaa-7ae6-11e9-a106-68b59976a384
13539,c99fbd82-7ae6-11e9-a106-68b59976a384
13540,c9d7eab8-7ae6-11e9-a106-68b59976a384
13541,ca0ce93e-7ae6-11e9-a106-68b59976a384
13542,ca263c7c-7ae6-11e9-a106-68b59976a384
13543,ca3f28fe-7ae6-11e9-a106-68b59976a384
13544,ca5c8fca-7ae6-11e9-a106-68b59976a384
13545,ca6cbd8c-7ae6-11e9-a106-68b59976a384
13546,ca7d62f4-7ae6-11e9-a106-68b59976a384
13547,ca8e9cd6-7ae6-11e9-a106-68b59976a384
13548,ca9bf638-7ae6-11e9-a106-68b59976a384
13549,caabbb68-7ae6-11e9-a106-68b59976a384
13550,cabb42c2-7ae6-11e9-a106-68b59976a384
13551,cacbc7fa-7ae6-11e9-a106-68b59976a384
13552,cadb67be-7ae6-11e9-a106-68b59976a384
13553,caeb9dfa-7ae6-11e9-a106-68b59976a384
13554,cafcb52c-7ae6-11e9-a106-68b59976a384
13555,cb0d4464-7ae6-11e9-a106-68b59976a384
13556,cb1d35ea-7ae6-11e9-a106-68b59976a384
13557,cb2d6640-7ae6-11e9-a106-68b59976a384
13558,cb3d6dce-7ae6-11e9-a106-68b59976a384
13559,cb4db4fe-7ae6-11e9-a106-68b59976a384
13560,cb625b52-7ae6-11e9-a106-68b59976a384
13561,cb78c108-7ae6-11e9-a106-68b59976a384
13562,cb93f69e-7ae6-11e9-a106-68b59976a384
13563,cba85058-7ae6-11e9-a106-68b59976a384
13564,cbbfcf6c-7ae6-11e9-a106-68b59976a384
13565,cbd006ca-7ae6-11e9-a106-68b59976a384
13566,cbe9eac2-7ae6-11e9-a106-68b59976a384
13567,cbff3a58-7ae6-11e9-a106-68b59976a384
13568,cc1236f8-7ae6-11e9-a106-68b59976a384
13569,cc2f310e-7ae6-11e9-a106-68b59976a384
13570,cc48846a-7ae6-11e9-a106-68b59976a384
13571,cc625f3e-7ae6-11e9-a106-68b59976a384
13572,cc7b0cfa-7ae6-11e9-a106-68b59976a384
13573,cc93f81e-7ae6-11e9-a106-68b59976a384
13574,ccac97d4-7ae6-11e9-a106-68b59976a384
13575,ccc6591c-7ae6-11e9-a106-68b59976a384
13576,ccdf4e18-7ae6-11e9-a106-68b59976a384
13577,ccf94ec6-7ae6-11e9-a106-68b59976a384
13578,cd11c4d8-7ae6-11e9-a106-68b59976a384
13579,cd2a6902-7ae6-11e9-a106-68b59976a384
13580,cd4218c2-7ae6-11e9-a106-68b59976a384
13581,cd5b16c4-7ae6-11e9-a106-68b59976a384
13582,cd74a670-7ae6-11e9-a106-68b59976a384
13583,cd8e6862-7ae6-11e9-a106-68b59976a384
13584,cda7ccee-7ae6-11e9-a106-68b59976a384
13585,cdc2d71e-7ae6-11e9-a106-68b59976a384
13586,cddc9bc2-7ae6-11e9-a106-68b59976a384
13587,cdf5a0e0-7ae6-11e9-a106-68b59976a384
13588,ce0f26d2-7ae6-11e9-a106-68b59976a384
13589,ce28a3b4-7ae6-11e9-a106-68b59976a384
13590,ce41bd7c-7ae6-11e9-a106-68b59976a384
13591,ce5b714a-7ae6-11e9-a106-68b59976a384
13592,ce74f160-7ae6-11e9-a106-68b59976a384
13593,ce8f9506-7ae6-11e9-a106-68b59976a384
13594,cea94d02-7ae6-11e9-a106-68b59976a384
13595,cec30ecc-7ae6-11e9-a106-68b59976a384
13596,cee0cbb0-7ae6-11e9-a106-68b59976a384
13597,cefa0c74-7ae6-11e9-a106-68b59976a384
13598,cf1326c8-7ae6-11e9-a106-68b59976a384
13599,cf2ce694-7ae6-11e9-a106-68b59976a384
13600,cf489074-7ae6-11e9-a106-68b59976a384
13601,cf56d15c-7ae6-11e9-a106-68b59976a384
13602,cf68130e-7ae6-11e9-a106-68b59976a384
13603,cf74b85c-7ae6-11e9-a106-68b59976a384
13604,cf825250-7ae6-11e9-a106-68b59976a384
13605,cf8fa982-7ae6-11e9-a106-68b59976a384
13606,cf9e7f34-7ae6-11e9-a106-68b59976a384
13607,cfafa868-7ae6-11e9-a106-68b59976a384
13608,cfbf8828-7ae6-11e9-a106-68b59976a384
13609,cfcf1a90-7ae6-11e9-a106-68b59976a384
13610,cfde5af0-7ae6-11e9-a106-68b59976a384
13611,cfef1f52-7ae6-11e9-a106-68b59976a384
13612,d00672ba-7ae6-11e9-a106-68b59976a384
13613,d028426e-7ae6-11e9-a106-68b59976a384
13614,d0422850-7ae6-11e9-a106-68b59976a384
13615,d0589b80-7ae6-11e9-a106-68b59976a384
13616,d070f9fa-7ae6-11e9-a106-68b59976a384
13617,d085bba6-7ae6-11e9-a106-68b59976a384
13618,d09be12e-7ae6-11e9-a106-68b59976a384
13619,d0b240ea-7ae6-11e9-a106-68b59976a384
13620,d0d43e70-7ae6-11e9-a106-68b59976a384
13621,d0ee66ba-7ae6-11e9-a106-68b59976a384
13622,d1073f64-7ae6-11e9-a106-68b59976a384
13623,d1206f7a-7ae6-11e9-a106-68b59976a384
13624,d1399784-7ae6-11e9-a106-68b59976a384
13625,d152c024-7ae6-11e9-a106-68b59976a384
13626,d16bd938-7ae6-11e9-a106-68b59976a384
13627,d1851e84-7ae6-11e9-a106-68b59976a384
13628,d19dabd4-7ae6-11e9-a106-68b59976a384
13629,d1b6cb82-7ae6-11e9-a106-68b59976a384
13630,d1cfd58c-7ae6-11e9-a106-68b59976a384
13631,d1e8330c-7ae6-11e9-a106-68b59976a384
13632,d200be2c-7ae6-11e9-a106-68b59976a384
13633,d21a0472-7ae6-11e9-a106-68b59976a384
13634,d24df9f8-7ae6-11e9-a106-68b59976a384
13635,d26680b8-7ae6-11e9-a106-68b59976a384
13636,d27f409e-7ae6-11e9-a106-68b59976a384
13637,d2985aa2-7ae6-11e9-a106-68b59976a384
13638,d2b16eca-7ae6-11e9-a106-68b59976a384
13639,d2f4a2a8-7ae6-11e9-a106-68b59976a384
13640,d30e4b0e-7ae6-11e9-a106-68b59976a384
13641,d329884c-7ae6-11e9-a106-68b59976a384
13642,d342fd68-7ae6-11e9-a106-68b59976a384
13643,d35c4d5e-7ae6-11e9-a106-68b59976a384
13644,d375cd42-7ae6-11e9-a106-68b59976a384
13645,d38fa1ea-7ae6-11e9-a106-68b59976a384
13646,d3a8c490-7ae6-11e9-a106-68b59976a384
13647,d3c13dcc-7ae6-11e9-a106-68b59976a384
13648,d3f59c02-7ae6-11e9-a106-68b59976a384
13649,d44133ec-7ae6-11e9-a106-68b59976a384
13650,d459c0ec-7ae6-11e9-a106-68b59976a384
13651,d4734562-7ae6-11e9-a106-68b59976a384
13652,d48d77a2-7ae6-11e9-a106-68b59976a384
13653,d4a60952-7ae6-11e9-a106-68b59976a384
13654,d4bfc892-7ae6-11e9-a106-68b59976a384
13655,d4d91590-7ae6-11e9-a106-68b59976a384
13656,d4f20dc0-7ae6-11e9-a106-68b59976a384
13657,d50aec1e-7ae6-11e9-a106-68b59976a384
13658,d523e35e-7ae6-11e9-a106-68b59976a384
13659,d53c87ba-7ae6-11e9-a106-68b59976a384
13660,d556f776-7ae6-11e9-a106-68b59976a384
13661,d5700392-7ae6-11e9-a106-68b59976a384
13662,d58984de-7ae6-11e9-a106-68b59976a384
13663,d5a3466c-7ae6-11e9-a106-68b59976a384
13664,d5bc3de8-7ae6-11e9-a106-68b59976a384
13665,d5d5d1f4-7ae6-11e9-a106-68b59976a384
13666,d5f0038a-7ae6-11e9-a106-68b59976a384
13667,d608868a-7ae6-11e9-a106-68b59976a384
13668,d62236f2-7ae6-11e9-a106-68b59976a384
13669,d63d39fc-7ae6-11e9-a106-68b59976a384
13670,d6579022-7ae6-11e9-a106-68b59976a384
13671,d6714436-7ae6-11e9-a106-68b59976a384
13672,d68b3b20-7ae6-11e9-a106-68b59976a384
13673,d6a4a38a-7ae6-11e9-a106-68b59976a384
13674,d6beea06-7ae6-11e9-a106-68b59976a384
13675,d6d8a720-7ae6-11e9-a106-68b59976a384
13676,d6f267d2-7ae6-11e9-a106-68b59976a384
13677,d7110390-7ae6-11e9-a106-68b59976a384
13678,d72aaa70-7ae6-11e9-a106-68b59976a384
13679,d74666e8-7ae6-11e9-a106-68b59976a384
13680,d75fd600-7ae6-11e9-a106-68b59976a384
13681,d7792bf0-7ae6-11e9-a106-68b59976a384
13682,d792e3ce-7ae6-11e9-a106-68b59976a384
13683,d7ae3eee-7ae6-11e9-a106-68b59976a384
13684,d7c81314-7ae6-11e9-a106-68b59976a384
13685,d7e148ca-7ae6-11e9-a106-68b59976a384
13686,d7fa5842-7ae6-11e9-a106-68b59976a384
13687,d81402e2-7ae6-11e9-a106-68b59976a384
13688,d82e8b3a-7ae6-11e9-a106-68b59976a384
13689,d8485a38-7ae6-11e9-a106-68b59976a384
13690,d86232aa-7ae6-11e9-a106-68b59976a384
13691,d87cbeea-7ae6-11e9-a106-68b59976a384
13692,d897762c-7ae6-11e9-a106-68b59976a384
13693,d8b15d12-7ae6-11e9-a106-68b59976a384
13694,d8caf358-7ae6-11e9-a106-68b59976a384
13695,d8e4de94-7ae6-11e9-a106-68b59976a384
13696,d8ff6638-7ae6-11e9-a106-68b59976a384
13697,d9192492-7ae6-11e9-a106-68b59976a384
13698,d9353b64-7ae6-11e9-a106-68b59976a384
13699,d95cdbec-7ae6-11e9-a106-68b59976a384
13700,d9769abe-7ae6-11e9-a106-68b59976a384
13701,d99441c2-7ae6-11e9-a106-68b59976a384
13702,d9adf07c-7ae6-11e9-a106-68b59976a384
13703,d9c8c8d4-7ae6-11e9-a106-68b59976a384
13704,d9e27090-7ae6-11e9-a106-68b59976a384
13705,d9fc1f36-7ae6-11e9-a106-68b59976a384
13706,da15f492-7ae6-11e9-a106-68b59976a384
13707,da2f9ffa-7ae6-11e9-a106-68b59976a384
13708,da4b441c-7ae6-11e9-a106-68b59976a384
13709,da65083e-7ae6-11e9-a106-68b59976a384
13710,da7fb4ae-7ae6-11e9-a106-68b59976a384
13711,da9a6b28-7ae6-11e9-a106-68b59976a384
13712,dab6185a-7ae6-11e9-a106-68b59976a384
13713,dad1c1f4-7ae6-11e9-a106-68b59976a384
13714,daeb883c-7ae6-11e9-a106-68b59976a384
13715,db053dea-7ae6-11e9-a106-68b59976a384
13716,db1f3ae2-7ae6-11e9-a106-68b59976a384
13717,db391c64-7ae6-11e9-a106-68b59976a384
13718,db547e82-7ae6-11e9-a106-68b59976a384
13719,db6e5d20-7ae6-11e9-a106-68b59976a384
13720,db9af7f4-7ae6-11e9-a106-68b59976a384
13721,dbb4b928-7ae6-11e9-a106-68b59976a384
13722,dbce90aa-7ae6-11e9-a106-68b59976a384
13723,dbeb2c2e-7ae6-11e9-a106-68b59976a384
13724,dc0a1bac-7ae6-11e9-a106-68b59976a384
13725,dc239b54-7ae6-11e9-a106-68b59976a384
13726,dc3d30a0-7ae6-11e9-a106-68b59976a384
13727,dc56da46-7ae6-11e9-a106-68b59976a384
13728,dc6fe32e-7ae6-11e9-a106-68b59976a384
13729,dc8964de-7ae6-11e9-a106-68b59976a384
13730,dcd4d202-7ae6-11e9-a106-68b59976a384
13731,dcedc4f6-7ae6-11e9-a106-68b59976a384
13732,dd06bb82-7ae6-11e9-a106-68b59976a384
13733,dd1f5d04-7ae6-11e9-a106-68b59976a384
13734,dd382582-7ae6-11e9-a106-68b59976a384
13735,dd50e284-7ae6-11e9-a106-68b59976a384
13736,dd6c975e-7ae6-11e9-a106-68b59976a384
13737,dd855316-7ae6-11e9-a106-68b59976a384
13738,dd9e65b8-7ae6-11e9-a106-68b59976a384
13739,ddb7b3ce-7ae6-11e9-a106-68b59976a384
13740,ddd0c454-7ae6-11e9-a106-68b59976a384
13741,dde9b9e6-7ae6-11e9-a106-68b59976a384
13742,de028ad4-7ae6-11e9-a106-68b59976a384
13743,de1beae2-7ae6-11e9-a106-68b59976a384
13744,de362b3c-7ae6-11e9-a106-68b59976a384
13745,de4e7a84-7ae6-11e9-a106-68b59976a384
13746,de75ea4c-7ae6-11e9-a106-68b59976a384
13747,de8f6eb8-7ae6-11e9-a106-68b59976a384
13748,dea84d70-7ae6-11e9-a106-68b59976a384
13749,dec1ca5c-7ae6-11e9-a106-68b59976a384
13750,dedb98ba-7ae6-11e9-a106-68b59976a384
13751,defb4390-7ae6-11e9-a106-68b59976a384
13752,df15f942-7ae6-11e9-a106-68b59976a384
13753,df2ebb80-7ae6-11e9-a106-68b59976a384
13754,df429b6e-7ae6-11e9-a106-68b59976a384
13755,df4fe440-7ae6-11e9-a106-68b59976a384
13756,df5d2c86-7ae6-11e9-a106-68b59976a384
13757,df6b1dd2-7ae6-11e9-a106-68b59976a384
13758,df78f7ae-7ae6-11e9-a106-68b59976a384
13759,df884cfe-7ae6-11e9-a106-68b59976a384
13760,df980388-7ae6-11e9-a106-68b59976a384
13761,dfa7b1ac-7ae6-11e9-a106-68b59976a384
13762,dfb6f374-7ae6-11e9-a106-68b59976a384
13763,dfc63136-7ae6-11e9-a106-68b59976a384
13764,dfd6046c-7ae6-11e9-a106-68b59976a384
13765,dfe88cc2-7ae6-11e9-a106-68b59976a384
13766,dffb9da8-7ae6-11e9-a106-68b59976a384
13767,e00f5f78-7ae6-11e9-a106-68b59976a384
13768,e025b66a-7ae6-11e9-a106-68b59976a384
13769,e03a47a6-7ae6-11e9-a106-68b59976a384
13770,e04e4fda-7ae6-11e9-a106-68b59976a384
13771,e061c830-7ae6-11e9-a106-68b59976a384
13772,e075d104-7ae6-11e9-a106-68b59976a384
13773,e089acf6-7ae6-11e9-a106-68b59976a384
13774,e09dfd32-7ae6-11e9-a106-68b59976a384
13775,e0b194b4-7ae6-11e9-a106-68b59976a384
13776,e0c5da82-7ae6-11e9-a106-68b59976a384
13777,e0d9e07c-7ae6-11e9-a106-68b59976a384
13778,e0f1368c-7ae6-11e9-a106-68b59976a384
13779,e1052f0c-7ae6-11e9-a106-68b59976a384
13780,e118e6dc-7ae6-11e9-a106-68b59976a384
13781,e12cea60-7ae6-11e9-a106-68b59976a384
13782,e141acca-7ae6-11e9-a106-68b59976a384
13783,e1558466-7ae6-11e9-a106-68b59976a384
13784,e1694d3e-7ae6-11e9-a106-68b59976a384
13785,e17d10c6-7ae6-11e9-a106-68b59976a384
13786,e1910fae-7ae6-11e9-a106-68b59976a384
13787,e1a5156c-7ae6-11e9-a106-68b59976a384
13788,e1b91e2c-7ae6-11e9-a106-68b59976a384
13789,e1cdaff4-7ae6-11e9-a106-68b59976a384
13790,e1e18826-7ae6-11e9-a106-68b59976a384
13791,e208e83a-7ae6-11e9-a106-68b59976a384
13792,e21cdd36-7ae6-11e9-a106-68b59976a384
13793,e2452020-7ae6-11e9-a106-68b59976a384
13794,e258db56-7ae6-11e9-a106-68b59976a384
13795,e26cf96a-7ae6-11e9-a106-68b59976a384
13796,e281c4da-7ae6-11e9-a106-68b59976a384
13797,e2963352-7ae6-11e9-a106-68b59976a384
13798,e2aa4144-7ae6-11e9-a106-68b59976a384
13799,e2be2394-7ae6-11e9-a106-68b59976a384
13800,e2d0071c-7ae6-11e9-a106-68b59976a384
13801,e2e4d39a-7ae6-11e9-a106-68b59976a384
13802,e2fa06de-7ae6-11e9-a106-68b59976a384
13803,e30deb54-7ae6-11e9-a106-68b59976a384
13804,e321cfa2-7ae6-11e9-a106-68b59976a384
13805,e3358308-7ae6-11e9-a106-68b59976a384
13806,e34b292e-7ae6-11e9-a106-68b59976a384
13807,e35eb188-7ae6-11e9-a106-68b59976a384
13808,e3728dac-7ae6-11e9-a106-68b59976a384
13809,e3863398-7ae6-11e9-a106-68b59976a384
13810,e39aa13e-7ae6-11e9-a106-68b59976a384
13811,e3ae2308-7ae6-11e9-a106-68b59976a384
13812,e3c06c2a-7ae6-11e9-a106-68b59976a384
13813,e3d44510-7ae6-11e9-a106-68b59976a384
13814,e3e7f2f4-7ae6-11e9-a106-68b59976a384
13815,e3fcc166-7ae6-11e9-a106-68b59976a384
13816,e410443e-7ae6-11e9-a106-68b59976a384
13817,e4244a56-7ae6-11e9-a106-68b59976a384
13818,e438d912-7ae6-11e9-a106-68b59976a384
13819,e44cf730-7ae6-11e9-a106-68b59976a384
13820,e4615860-7ae6-11e9-a106-68b59976a384
13821,e484a090-7ae6-11e9-a106-68b59976a384
13822,e4992b3c-7ae6-11e9-a106-68b59976a384
13823,e4af1c08-7ae6-11e9-a106-68b59976a384
13824,e4c34e62-7ae6-11e9-a106-68b59976a384
13825,e4d7e336-7ae6-11e9-a106-68b59976a384
13826,e4ec317e-7ae6-11e9-a106-68b59976a384
13827,e50092a4-7ae6-11e9-a106-68b59976a384
13828,e514fb40-7ae6-11e9-a106-68b59976a384
13829,e52a8fa0-7ae6-11e9-a106-68b59976a384
13830,e53e93ce-7ae6-11e9-a106-68b59976a384
13831,e552e964-7ae6-11e9-a106-68b59976a384
13832,e5672d66-7ae6-11e9-a106-68b59976a384
13833,e57b5cd2-7ae6-11e9-a106-68b59976a384
13834,e5902d6a-7ae6-11e9-a106-68b59976a384
13835,e5a4312a-7ae6-11e9-a106-68b59976a384
13836,e5b7fdb8-7ae6-11e9-a106-68b59976a384
13837,e5cbb70e-7ae6-11e9-a106-68b59976a384
13838,e5e04548-7ae6-11e9-a106-68b59976a384
13839,e5f3e436-7ae6-11e9-a106-68b59976a384
13840,e607cf64-7ae6-11e9-a106-68b59976a384
13841,e61bd310-7ae6-11e9-a106-68b59976a384
13842,e62fe436-7ae6-11e9-a106-68b59976a384
13843,e643e954-7ae6-11e9-a106-68b59976a384
13844,e657efb2-7ae6-11e9-a106-68b59976a384
13845,e66bca28-7ae6-11e9-a106-68b59976a384
13846,e6800d9e-7ae6-11e9-a106-68b59976a384
