,sample
7115,EGAR00001420131_9002000001185890
7116,EGAR00001420132_9002000001186403
7117,EGAR00001420139_9002000001190424
7118,EGAR00001420148_9002000001195162
7119,EGAR00001420149_9002000001196320
7120,EGAR00001420150_9002000001196698
7121,EGAR00001420151_9002000001196778
7122,EGAR00001420153_9002000001198988
7123,EGAR00001420154_9002000001200638
7124,EGAR00001420155_9002000001201715
7125,EGAR00001420160_9002000001203943
7126,EGAR00001420165_9002000001206696
7127,EGAR00001420166_9002000001206711LL
7128,EGAR00001420167_9002000001207165
7129,EGAR00001420170_9002000001208331
7130,EGAR00001420172_9002000001208627
7131,EGAR00001420173_9002000001209007LL
7132,EGAR00001420174_9002000001209357
7133,EGAR00001420175_9002000001209698
7134,EGAR00001420176_9002000001210554
7135,EGAR00001420177_9002000001210705
7136,EGAR00001420181_9002000001211829
7137,EGAR00001420184_9002000001212880
7138,EGAR00001420185_9002000001213019
7139,EGAR00001420186_9002000001213378
7140,EGAR00001420190_9002000001215040
7141,EGAR00001420192_9002000001215523
7142,EGAR00001420194_9002000001215917
7143,EGAR00001420195_9002000001216389
7144,EGAR00001420196_9002000001216469
7145,EGAR00001420198_9002000001217457
7146,EGAR00001420204_9002000001223445
7147,EGAR00001420205_9002000001223900
7148,EGAR00001420206_9002000001224326
7149,EGAR00001420208_9002000001225234
7150,EGAR00001420209_9002000001225468
7151,EGAR00001420210_9002000001225833
7152,EGAR00001420212_9002000001226394
7153,EGAR00001420213_9002000001226607
7154,EGAR00001420214_9002000001226939
7155,EGAR00001420218_9002000001228076LL
7156,EGAR00001420222_9002000001228915
7157,EGAR00001420223_9002000001229707
7158,EGAR00001420224_9002000001230056
7159,EGAR00001420225_9002000001230350
7160,EGAR00001420227_9002000001231376
7161,EGAR00001420229_9002000001231803
7162,EGAR00001420239_9002000001234485
7163,EGAR00001420243_9002000001235867
7164,EGAR00001420245_9002000001236793
7165,EGAR00001420246_9002000001237520
7166,EGAR00001420253_9002000001240830LL
7167,EGAR00001420259_9002000001243260
7168,EGAR00001420260_9002000001244042
7169,EGAR00001420261_9002000001244089LL
7170,EGAR00001420262_9002000001244294
7171,EGAR00001420264_9002000001244712LL
7172,EGAR00001420267_9002000001246252
7173,EGAR00001420268_9002000001247124
7174,EGAR00001420269_9002000001247760LL
7175,EGAR00001420270_9002000001248426
7176,EGAR00001420271_9002000001248749
7177,EGAR00001420272_9002000001248800
7178,EGAR00001420279_9002000001251234
7179,EGAR00001420282_9002000001252044
7180,EGAR00001420283_9002000001253168
7181,EGAR00001420284_9002000001253462LL
7182,EGAR00001420285_9002000001254174
7183,EGAR00001420287_9002000001255019LL
7184,EGAR00001420288_9002000001255529
7185,EGAR00001420291_9002000001256105
7186,EGAR00001420302_9002000001260888
7187,EGAR00001420303_9002000001261286
7188,EGAR00001420304_9002000001261320
7189,EGAR00001420313_9002000001264644
7190,EGAR00001420314_9002000001265220
7191,EGAR00001420315_9002000001265472
7192,EGAR00001420316_9002000001265946
7193,EGAR00001420317_9002000001266077
7194,EGAR00001420319_9002000001266694
7195,EGAR00001420320_9002000001266890
7196,EGAR00001420323_9002000001268151
7197,EGAR00001420325_9002000001268812
7198,EGAR00001420331_9002000001270580
7199,EGAR00001420332_9002000001271086LL
7200,EGAR00001420334_9002000001271540
7201,EGAR00001420335_9002000001271970
7202,EGAR00001420359_9002000001279843
7203,EGAR00001420360_9002000001280002
7204,EGAR00001420362_9002000001280460
7205,EGAR00001420363_9002000001280970LL
7206,EGAR00001420364_9002000001281313
7207,EGAR00001420365_9002000001281529LL
7208,EGAR00001420374_9002000001285134
7209,EGAR00001420376_9002000001285887
7210,EGAR00001420381_9002000001288940
7211,EGAR00001420382_9002000001290401
7212,EGAR00001420383_9002000001290653
7213,EGAR00001420388_9002000001294750
7214,EGAR00001420397_9002000001299354
7215,EGAR00001420415_9002000001307240
7216,EGAR00001420416_9002000001307474
7217,EGAR00001420420_9002000001311252
7218,EGAR00001420421_9002000001312311
7219,EGAR00001420426_9002000001317659
7220,EGAR00001420427_9002000001318745
7221,EGAR00001420432_9002000001321947
7222,EGAR00001420439_9002000001324090
7223,EGAR00001420440_9002000001325507
7224,EGAR00001420442_9002000001327252
7225,EGAR00001420443_9002000001327299
7226,EGAR00001420445_9002000001330356
7227,EGAR00001420446_9002000001330810
7228,EGAR00001420447_9002000001331184
7229,EGAR00001420449_9002000001332172
7230,EGAR00001420456_9002000001335657
7231,EGAR00001420462_9002000001337007
7232,EGAR00001420463_9002000001337277
7233,EGAR00001420464_9002000001337535
7234,EGAR00001420465_9002000001338013
7235,EGAR00001420466_9002000001338180
7236,EGAR00001420467_9002000001338416
7237,EGAR00001420470_9002000001338668
7238,EGAR00001420472_9002000001339140
7239,EGAR00001420473_9002000001339422
7240,EGAR00001420474_9002000001339431
7241,EGAR00001420477_9002000001340924
7242,EGAR00001420489_9002000001345107
7243,EGAR00001420490_9002000001345635
7244,EGAR00001420491_9002000001345690
7245,EGAR00001420492_9002000001346051
7246,EGAR00001420494_9002000001347021
7247,EGAR00001420496_9002000001348430LL
7248,EGAR00001420501_9002000001349877
7249,EGAR00001420502_9002000001349975
7250,EGAR00001420508_9002000001351641
7251,EGAR00001420509_9002000001352086
7252,EGAR00001420510_9002000001352282
7253,EGAR00001420513_9002000001353332
7254,EGAR00001420514_9002000001353780
7255,EGAR00001420515_9002000001354053
7256,EGAR00001420523_9002000001356020
7257,EGAR00001420524_9002000001356183
7258,EGAR00001420525_9002000001356540LL
7259,EGAR00001420526_9002000001357046
7260,EGAR00001420527_9002000001357298
7261,EGAR00001420528_9002000001357654
7262,EGAR00001420529_9002000001358007
7263,EGAR00001420530_9002000001358624
7264,EGAR00001420534_9002000001359499
7265,EGAR00001420536_9002000001360100
7266,EGAR00001420537_9002000001360150
7267,EGAR00001420538_9002000001360382LL
7268,EGAR00001420539_9002000001360604
7269,EGAR00001420540_9002000001361058
7270,EGAR00001420541_9002000001361192
7271,EGAR00001420542_9002000001361460
7272,EGAR00001420543_9002000001361675
7273,EGAR00001420553_9002000001366180
7274,EGAR00001420568_9002000001370790
7275,EGAR00001420569_9002000001371380
7276,EGAR00001420570_9002000001371690
7277,EGAR00001420576_9002000001374060
7278,EGAR00001420578_9002000001374630
7279,EGAR00001420581_9002000001375460
7280,EGAR00001420584_9002000001376829
7281,EGAR00001420585_9002000001376990
7282,EGAR00001420588_9002000001377910
7283,EGAR00001420608_9002000001383270
7284,EGAR00001420610_9002000001383730
7285,EGAR00001420611_9002000001384160
7286,EGAR00001420612_9002000001384430
7287,EGAR00001420613_9002000001384580
7288,EGAR00001420614_9002000001384850
7289,EGAR00001420623_9002000001386960
7290,EGAR00001420624_9002000001387200
7291,EGAR00001420625_9002000001387519
7292,EGAR00001420628_9002000001388285
7293,EGAR00001420635_9002000001390757
7294,EGAR00001420637_9002000001390870
7295,EGAR00001420638_9002000001391070
7296,EGAR00001420640_9002000001391235
7297,EGAR00001420641_9002000001391360
7298,EGAR00001420642_9002000001391520
7299,EGAR00001420643_9002000001391709
7300,EGAR00001420644_9002000001392152
7301,EGAR00001420646_9002000001392457
7302,EGAR00001420647_9002000001392484
7303,EGAR00001420648_9002000001392617
7304,EGAR00001420649_9002000001392662
7305,EGAR00001420650_9002000001392831
7306,EGAR00001420651_9002000001392958
7307,EGAR00001420652_9002000001393098
7308,EGAR00001420653_9002000001393360
7309,EGAR00001420655_9002000001393703
7310,EGAR00001420659_9002000001394273
7311,EGAR00001420674_9002000001397670
7312,EGAR00001420677_9002000001398120
7313,EGAR00001420678_9002000001398693
7314,EGAR00001420679_9002000001399430
7315,EGAR00001420680_9002000001399449
7316,EGAR00001420681_9002000001399800
7317,EGAR00001420683_9002000001400540
7318,EGAR00001420684_9002000001400764
7319,EGAR00001420687_9002000001401140
7320,EGAR00001420688_9002000001401313
7321,EGAR00001420689_9002000001401430
7322,EGAR00001420695_9002000001402970
7323,EGAR00001420696_9002000001402983
7324,EGAR00001420697_9002000001403309
7325,EGAR00001420701_9002000001405018
7326,EGAR00001420711_9002000001407774
7327,EGAR00001420714_9002000001408388
7328,EGAR00001420715_9002000001408575
7329,EGAR00001420725_9002000001411196
7330,EGAR00001420726_9002000001411392
7331,EGAR00001420727_9002000001411679
7332,EGAR00001420732_9002000001412872
7333,EGAR00001420736_9002000001413760
7334,EGAR00001420737_9002000001414035
7335,EGAR00001420741_9002000001415560
7336,EGAR00001420742_9002000001415730
7337,EGAR00001420754_9002000001419720
7338,EGAR00001420755_9002000001419730
7339,EGAR00001420756_9002000001420140LL
7340,EGAR00001420757_9002000001420408
7341,EGAR00001420758_9002000001420800
7342,EGAR00001420760_9002000001421030
7343,EGAR00001420761_9002000001421399
7344,EGAR00001420762_9002000001421675
7345,EGAR00001420763_9002000001421826
7346,EGAR00001420764_9002000001421850
7347,EGAR00001420765_9002000001422117
7348,EGAR00001420766_9002000001422322
7349,EGAR00001420767_9002000001422370
7350,EGAR00001420768_9002000001422430
7351,EGAR00001420771_9002000001423590
7352,EGAR00001420772_9002000001423894
7353,EGAR00001420773_9002000001423910
7354,EGAR00001420774_9002000001423970
7355,EGAR00001420785_9002000001426370
7356,EGAR00001420786_9002000001426386LL
7357,EGAR00001420787_9002000001426640
7358,EGAR00001420795_9002000001428569
7359,EGAR00001420796_9002000001428590
7360,EGAR00001420797_9002000001428792
7361,EGAR00001420801_9002000001429889
7362,EGAR00001420803_9002000001431018
7363,EGAR00001420805_9002000001432202
7364,EGAR00001420806_9002000001432310
7365,EGAR00001420807_9002000001433255
7366,EGAR00001420808_9002000001433400
7367,EGAR00001420809_9002000001433620
7368,EGAR00001420810_9002000001433630
7369,EGAR00001420811_9002000001433694
7370,EGAR00001420812_9002000001434163
7371,EGAR00001420813_9002000001434314
7372,EGAR00001420816_9002000001435296
7373,EGAR00001420817_9002000001435550
7374,EGAR00001420818_9002000001435670
7375,EGAR00001420829_9002000001438430
7376,EGAR00001420830_9002000001438470
7377,EGAR00001420837_9002000001440133
7378,EGAR00001420838_9002000001440550
7379,EGAR00001420839_9002000001440607
7380,EGAR00001420840_9002000001440650
7381,EGAR00001420846_9002000001442595
7382,EGAR00001420847_9002000001443070
7383,EGAR00001420848_9002000001443171
7384,EGAR00001420851_9002000001443799LL
7385,EGAR00001420852_9002000001444007
7386,EGAR00001420853_9002000001444366
7387,EGAR00001420854_9002000001444393
7388,EGAR00001420862_9002000001445837
7389,EGAR00001420863_9002000001446502
7390,EGAR00001420864_9002000001446520
7391,EGAR00001420865_9002000001446594
7392,EGAR00001420874_9002000001447950
7393,EGAR00001420879_9002000001449415
7394,EGAR00001420882_9002000001450416LL
7395,EGAR00001420938_9002000001463423
7396,EGAR00001420939_9002000001463497
7397,EGAR00001420191_9002000001215390
7398,EGAR00001420349_9002000001276538
7399,EGAR00001420350_9002000001276556LL
7400,EGAR00001420351_9002000001277188LL
7401,EGAR00001420352_9002000001277357
7402,EGAR00001420353_9002000001277446
7403,EGAR00001420355_9002000001278158
7404,EGAR00001420356_9002000001278443
7405,EGAR00001420357_9002000001278828
7406,EGAR00001420358_9002000001279253
7407,EGAR00001420451_9002000001333895
7408,EGAR00001420452_9002000001334014
7409,EGAR00001420478_9002000001341467
7410,EGAR00001420480_9002000001342061
7411,EGAR00001420481_9002000001342203LL
7412,EGAR00001420557_9002000001367051
7413,EGAR00001420582_9002000001375980
7414,EGAR00001420583_9002000001376337
7415,EGAR00001420661_9002000001394602
7416,EGAR00001420662_9002000001394740
7417,EGAR00001420663_9002000001394840
7418,EGAR00001420664_9002000001395154
7419,EGAR00001420665_9002000001395216
7420,EGAR00001420667_9002000001395490
7421,EGAR00001420712_9002000001408172
7422,EGAR00001420842_9002000001440886
7423,EGAR00001420931_9002000001462284
7424,EGAR00001421051_9002000001501838
7425,EGAR00001421081_9002000001517364
7426,EGAR00001421082_9002000001518521
7427,EGAR00001421185_9002000001563080
7428,EGAR00001420949_9002000001466194
7429,EGAR00001420963_9002000001471766
7430,EGAR00001421099_9002000001525016
7431,EGAR00001421100_9002000001525624
7432,EGAR00001421101_9002000001525642
7433,EGAR00001421102_9002000001526040
7434,EGAR00001421103_9002000001526416
7435,EGAR00001421111_9002000001529614
7436,EGAR00001421195_9002000001566660
7437,EGAR00001421196_9002000001567720
7438,EGAR00001421197_9002000001567974
7439,EGAR00001420958_9002000001469937
7440,EGAR00001420959_9002000001469950
7441,EGAR00001420294_9002000001258647
7442,EGAR00001420295_9002000001258923
7443,EGAR00001420296_9002000001259288
7444,EGAR00001420297_9002000001259312
7445,EGAR00001420298_9002000001259671LL
7446,EGAR00001420321_9002000001267207
7447,EGAR00001420322_9002000001267477
7448,EGAR00001420368_9002000001282876
7449,EGAR00001420369_9002000001283292
7450,EGAR00001420370_9002000001283416LL
7451,EGAR00001420371_9002000001283701
7452,EGAR00001420414_9002000001305350
7453,EGAR00001420522_9002000001355604
7454,EGAR00001420547_9002000001363357
7455,EGAR00001420751_9002000001418974
7456,EGAR00001420783_9002000001426018
7457,EGAR00001420890_9002000001452878
7458,EGAR00001421012_9002000001484586
7459,EGAR00001421169_9002000001554813
7460,EGAR00001420924_9002000001461090LL
7461,EGAR00001420973_9002000001473840
7462,EGAR00001420974_9002000001474089
7463,EGAR00001421059_9002000001504910
7464,EGAR00001421060_9002000001505022
7465,EGAR00001421061_9002000001505185
7466,EGAR00001421062_9002000001505530
7467,EGAR00001421063_9002000001506048
7468,EGAR00001421120_9002000001531610
7469,EGAR00001421055_9002000001503823
7470,EGAR00001421056_9002000001504132
7471,EGAR00001420115_9002000001175080
7472,EGAR00001420164_9002000001206364
7473,EGAR00001420235_9002000001233100LL
7474,EGAR00001420236_9002000001233352
7475,EGAR00001420237_9002000001233610
7476,EGAR00001420367_9002000001282722LL
7477,EGAR00001420372_9002000001283757
7478,EGAR00001420373_9002000001284235LL
7479,EGAR00001420384_9002000001291552
7480,EGAR00001420385_9002000001294330
7481,EGAR00001420386_9002000001294380
7482,EGAR00001420411_9002000001304042
7483,EGAR00001420488_9002000001344389
7484,EGAR00001420497_9002000001348664
7485,EGAR00001420572_9002000001372130
7486,EGAR00001420577_9002000001374280
7487,EGAR00001420682_9002000001399940
7488,EGAR00001420713_9002000001408181
7489,EGAR00001420740_9002000001415020
7490,EGAR00001420769_9002000001422663
7491,EGAR00001420776_9002000001424416
7492,EGAR00001420885_9002000001451692
7493,EGAR00001420989_9002000001477859LL
7494,EGAR00001420117_9002000001177010
7495,EGAR00001420118_9002000001177763
7496,EGAR00001420179_9002000001211391
7497,EGAR00001420187_9002000001214562
7498,EGAR00001420188_9002000001214606
7499,EGAR00001420189_9002000001214947
7500,EGAR00001420203_9002000001223042
7501,EGAR00001420207_9002000001224907
7502,EGAR00001420263_9002000001244632
7503,EGAR00001420328_9002000001269749
7504,EGAR00001420329_9002000001270196
7505,EGAR00001420348_9002000001276037
7506,EGAR00001420375_9002000001285546
7507,EGAR00001420429_9002000001319297
7508,EGAR00001420433_9002000001322390
7509,EGAR00001420436_9002000001323502
7510,EGAR00001420479_9002000001341879
7511,EGAR00001420535_9002000001359819
7512,EGAR00001420544_9002000001361915
7513,EGAR00001420548_9002000001364603
7514,EGAR00001420549_9002000001364710
7515,EGAR00001420550_9002000001365253
7516,EGAR00001420551_9002000001365670
7517,EGAR00001420552_9002000001366054
7518,EGAR00001420556_9002000001366850
7519,EGAR00001420586_9002000001377460
7520,EGAR00001420604_9002000001382110
7521,EGAR00001420656_9002000001393857
7522,EGAR00001420657_9002000001394021
7523,EGAR00001420658_9002000001394077
7524,EGAR00001420673_9002000001397660
7525,EGAR00001420700_9002000001404594
7526,EGAR00001420719_9002000001410009LL
7527,EGAR00001420733_9002000001413397
7528,EGAR00001420814_9002000001434682
7529,EGAR00001420849_9002000001443600
7530,EGAR00001420850_9002000001443716
7531,EGAR00001420858_9002000001445194
7532,EGAR00001420859_9002000001445318
7533,EGAR00001420860_9002000001445425
7534,EGAR00001420976_9002000001475729LL
7535,EGAR00001420977_9002000001475747
7536,EGAR00001421085_9002000001519968
7537,EGAR00001421086_9002000001520388
7538,EGAR00001421087_9002000001521222LL
7539,EGAR00001420104_9002000001161852
7540,EGAR00001420143_9002000001193373
7541,EGAR00001420145_9002000001193909
7542,EGAR00001420146_9002000001194325
7543,EGAR00001420158_9002000001202875
7544,EGAR00001420231_9002000001232275
7545,EGAR00001420232_9002000001232570LL
7546,EGAR00001420276_9002000001250317
7547,EGAR00001420277_9002000001250513
7548,EGAR00001420278_9002000001250738
7549,EGAR00001420292_9002000001256590
7550,EGAR00001420293_9002000001257031
7551,EGAR00001420405_9002000001302692
7552,EGAR00001420406_9002000001302932
7553,EGAR00001420419_9002000001310371LL
7554,EGAR00001420476_9002000001340370
7555,EGAR00001420558_9002000001367560
7556,EGAR00001420595_9002000001379740
7557,EGAR00001420639_9002000001391220
7558,EGAR00001420660_9002000001394578
7559,EGAR00001420698_9002000001403452
7560,EGAR00001420699_9002000001404066
7561,EGAR00001420706_9002000001406680
7562,EGAR00001420707_9002000001406700
7563,EGAR00001420708_9002000001406893
7564,EGAR00001420709_9002000001407430
7565,EGAR00001420710_9002000001407620
7566,EGAR00001420738_9002000001414420
7567,EGAR00001420739_9002000001414966
7568,EGAR00001420759_9002000001420847
7569,EGAR00001420782_9002000001425650
7570,EGAR00001420784_9002000001426090
7571,EGAR00001420821_9002000001436220
7572,EGAR00001420822_9002000001436794
7573,EGAR00001420823_9002000001437192
7574,EGAR00001420827_9002000001438055
7575,EGAR00001420828_9002000001438180
7576,EGAR00001420993_9002000001478767
7577,EGAR00001421083_9002000001518970
7578,EGAR00001421084_9002000001519681
7579,EGAR00001421118_9002000001531238
7580,EGAR00001421119_9002000001531363
7581,EGAR00001421121_9002000001531940
7582,EGAR00001421226_9002000001587485
7583,EGAR00001421227_9002000001587770
7584,EGAR00001421011_9002000001483622LL
7585,EGAR00001421090_9002000001522382
7586,EGAR00001421126_9002000001533288
7587,EGAR00001421173_9002000001556570
7588,EGAR00001421174_9002000001556710
7589,EGAR00001421191_9002000001564560
7590,EGAR00001421192_9002000001564945
7591,EGAR00001421193_9002000001565405
7592,EGAR00001421194_9002000001566360
7593,EGAR00001420178_9002000001211023
7594,EGAR00001420251_9002000001240419
7595,EGAR00001420254_9002000001241111
7596,EGAR00001420410_9002000001304015
7597,EGAR00001420412_9002000001304937LL
7598,EGAR00001420413_9002000001305237
7599,EGAR00001420587_9002000001377630
7600,EGAR00001420857_9002000001445087
7601,EGAR00001420899_9002000001454587LL
7602,EGAR00001421013_9002000001484871
7603,EGAR00001421014_9002000001484933
7604,EGAR00001421168_9002000001554537
7605,EGAR00001421033_9002000001491867
7606,EGAR00001420152_9002000001198001
7607,EGAR00001420402_9002000001301588
7608,EGAR00001420505_9002000001350789
7609,EGAR00001420506_9002000001350920
7610,EGAR00001420615_9002000001384880
7611,EGAR00001420720_9002000001410321
7612,EGAR00001420721_9002000001410650
7613,EGAR00001420722_9002000001410920
7614,EGAR00001420723_9002000001411006
7615,EGAR00001420724_9002000001411015
7616,EGAR00001420835_9002000001439526
7617,EGAR00001420836_9002000001439850
7618,EGAR00001420972_9002000001473742
7619,EGAR00001421115_9002000001530580
7620,EGAR00001421203_9002000001572150
7621,EGAR00001421204_9002000001572713
7622,EGAR00001421143_9002000001542302
7623,EGAR00001421144_9002000001542350
7624,EGAR00001421209_9002000001574290
7625,EGAR00001421210_9002000001575199
7626,EGAR00001421211_9002000001576552
7627,EGAR00001421212_9002000001576820
7628,EGAR00001421213_9002000001577190
7629,EGAR00001421042_9002000001495848
7630,EGAR00001421188_9002000001564060
7631,EGAR00001420123_9002000001179490
7632,EGAR00001420141_9002000001191860
7633,EGAR00001420242_9002000001235670
7634,EGAR00001420312_9002000001263816
7635,EGAR00001420377_9002000001286534
7636,EGAR00001420407_9002000001303134
7637,EGAR00001420408_9002000001303377
7638,EGAR00001420409_9002000001303715
7639,EGAR00001420422_9002000001315331
7640,EGAR00001420423_9002000001316034
7641,EGAR00001420424_9002000001316393
7642,EGAR00001420425_9002000001317069
7643,EGAR00001420475_9002000001339905
7644,EGAR00001420594_9002000001379650
7645,EGAR00001420596_9002000001380210
7646,EGAR00001420597_9002000001380545
7647,EGAR00001420598_9002000001380625
7648,EGAR00001420599_9002000001380900
7649,EGAR00001420607_9002000001383108
7650,EGAR00001420702_9002000001405564
7651,EGAR00001420703_9002000001405958
7652,EGAR00001420718_9002000001409895
7653,EGAR00001420820_9002000001435877
7654,EGAR00001420881_9002000001450040
7655,EGAR00001420902_9002000001455207
7656,EGAR00001420998_9002000001480326
7657,EGAR00001421002_9002000001480999LL
7658,EGAR00001421006_9002000001482536
7659,EGAR00001421156_9002000001548763
7660,EGAR00001421157_9002000001549564
7661,EGAR00001421158_9002000001549896
7662,EGAR00001421159_9002000001550654
7663,EGAR00001421160_9002000001551016
7664,EGAR00001421217_9002000001582170
7665,EGAR00001420914_9002000001458156
7666,EGAR00001420915_9002000001458530
7667,EGAR00001420964_9002000001472324
7668,EGAR00001420965_9002000001472585
7669,EGAR00001420968_9002000001473072
7670,EGAR00001421078_9002000001515593
7671,EGAR00001421079_9002000001516607
7672,EGAR00001421224_9002000001587270
7673,EGAR00001421225_9002000001587322
7674,EGAR00001420438_9002000001323816
7675,EGAR00001420471_9002000001339001
7676,EGAR00001420633_9002000001390280
7677,EGAR00001420634_9002000001390345
7678,EGAR00001420668_9002000001395539
7679,EGAR00001420669_9002000001395575
7680,EGAR00001420670_9002000001396360
7681,EGAR00001420770_9002000001423517
7682,EGAR00001420804_9002000001431520
7683,EGAR00001420884_9002000001451540
7684,EGAR00001420905_9002000001455931
7685,EGAR00001421162_9002000001551947
7686,EGAR00001421163_9002000001552480
7687,EGAR00001420108_9002000001167186
7688,EGAR00001420138_9002000001190077
7689,EGAR00001420140_9002000001191584
7690,EGAR00001420219_9002000001228094
7691,EGAR00001420220_9002000001228174
7692,EGAR00001420238_9002000001234064
7693,EGAR00001420241_9002000001235221
7694,EGAR00001420265_9002000001244866
7695,EGAR00001420266_9002000001245890
7696,EGAR00001420305_9002000001261704
7697,EGAR00001420306_9002000001262004
7698,EGAR00001420307_9002000001262158
7699,EGAR00001420308_9002000001262194
7700,EGAR00001420366_9002000001282052
7701,EGAR00001420391_9002000001295785
7702,EGAR00001420392_9002000001296209
7703,EGAR00001420450_9002000001333492
7704,EGAR00001420503_9002000001350303
7705,EGAR00001420504_9002000001350528
7706,EGAR00001420516_9002000001354198
7707,EGAR00001420517_9002000001354400
7708,EGAR00001420579_9002000001374735
7709,EGAR00001420580_9002000001375110
7710,EGAR00001420600_9002000001381370
7711,EGAR00001420705_9002000001406340
7712,EGAR00001420729_9002000001412150
7713,EGAR00001420831_9002000001438940
7714,EGAR00001420843_9002000001441150
7715,EGAR00001420844_9002000001441266
7716,EGAR00001420866_9002000001446807
7717,EGAR00001420876_9002000001448427
7718,EGAR00001420906_9002000001456320
7719,EGAR00001420935_9002000001462829
7720,EGAR00001421034_9002000001492917
7721,EGAR00001421035_9002000001492953
7722,EGAR00001420119_9002000001178386
7723,EGAR00001420273_9002000001249076
7724,EGAR00001420389_9002000001295079
7725,EGAR00001420390_9002000001295598
7726,EGAR00001420418_9002000001308622
7727,EGAR00001420431_9002000001321910
7728,EGAR00001420499_9002000001349142LL
7729,EGAR00001420545_9002000001362020
7730,EGAR00001420546_9002000001362500
7731,EGAR00001420566_9002000001370100
7732,EGAR00001420589_9002000001378270
7733,EGAR00001420590_9002000001378550
7734,EGAR00001420716_9002000001409509
7735,EGAR00001420717_9002000001409625
7736,EGAR00001420730_9002000001412424LL
7737,EGAR00001420788_9002000001426789
7738,EGAR00001420792_9002000001427580
7739,EGAR00001420793_9002000001427900
7740,EGAR00001420794_9002000001428390
7741,EGAR00001420870_9002000001447564
7742,EGAR00001420900_9002000001454910
7743,EGAR00001420901_9002000001454943
7744,EGAR00001420904_9002000001455922
7745,EGAR00001420942_9002000001464340LL
7746,EGAR00001420943_9002000001464387
7747,EGAR00001420944_9002000001464609
7748,EGAR00001420951_9002000001466505
7749,EGAR00001420956_9002000001468813
7750,EGAR00001420969_9002000001473223
7751,EGAR00001420970_9002000001473241
7752,EGAR00001420971_9002000001473555LL
7753,EGAR00001420975_9002000001474580
7754,EGAR00001420980_9002000001476074
7755,EGAR00001420986_9002000001477160
7756,EGAR00001420987_9002000001477438
7757,EGAR00001420988_9002000001477607LL
7758,EGAR00001420992_9002000001478103
7759,EGAR00001421072_9002000001510962
7760,EGAR00001421105_9002000001527093
7761,EGAR00001421106_9002000001527262
7762,EGAR00001421107_9002000001527647
7763,EGAR00001421108_9002000001528090
7764,EGAR00001421110_9002000001528789
7765,EGAR00001421112_9002000001529991
7766,EGAR00001421113_9002000001530437
7767,EGAR00001421123_9002000001532389
7768,EGAR00001421125_9002000001532830
7769,EGAR00001421128_9002000001534285
7770,EGAR00001421129_9002000001535130
7771,EGAR00001421133_9002000001537035
7772,EGAR00001421137_9002000001539090
7773,EGAR00001421138_9002000001539129
7774,EGAR00001421139_9002000001540676
7775,EGAR00001421142_9002000001541930
7776,EGAR00001421145_9002000001542732
7777,EGAR00001421146_9002000001542895
7778,EGAR00001421215_9002000001580090
7779,EGAR00001421216_9002000001580537
7780,EGAR00001421230_9002000001589069
7781,EGAR00001421231_9002000001589140
7782,EGAR00001420226_9002000001230646
7783,EGAR00001420378_9002000001287012
7784,EGAR00001420379_9002000001287540
7785,EGAR00001420380_9002000001288118
7786,EGAR00001420521_9002000001355328
7787,EGAR00001420605_9002000001382817
7788,EGAR00001420606_9002000001382835
7789,EGAR00001420941_9002000001464171
7790,EGAR00001420999_9002000001480470
7791,EGAR00001421000_9002000001480836
7792,EGAR00001421070_9002000001509470
7793,EGAR00001421071_9002000001510130
7794,EGAR00001421140_9002000001541243
7795,EGAR00001421141_9002000001541299
